2024-04-03 10:07:45,622 - {'calling_function_name': '__spellcheck', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 40, 'tokens_used': 1289}
2024-04-06 13:01:53,014 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 461, 'input_tokens_used': 460, 'output_tokens_used': 1}
2024-04-06 13:01:55,603 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 462, 'input_tokens_used': 461, 'output_tokens_used': 1}
2024-04-06 13:01:57,467 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 461, 'input_tokens_used': 460, 'output_tokens_used': 1}
2024-04-06 13:01:59,281 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 460, 'input_tokens_used': 459, 'output_tokens_used': 1}
2024-04-06 13:02:01,443 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 463, 'input_tokens_used': 462, 'output_tokens_used': 1}
2024-04-06 13:02:03,607 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 462, 'input_tokens_used': 461, 'output_tokens_used': 1}
2024-04-06 13:02:05,429 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 461, 'input_tokens_used': 460, 'output_tokens_used': 1}
2024-04-06 13:02:07,551 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 462, 'input_tokens_used': 461, 'output_tokens_used': 1}
2024-04-06 13:02:09,531 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 460, 'input_tokens_used': 459, 'output_tokens_used': 1}
2024-04-06 13:02:11,314 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 460, 'input_tokens_used': 459, 'output_tokens_used': 1}
2024-04-06 13:02:13,729 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 463, 'input_tokens_used': 462, 'output_tokens_used': 1}
2024-04-06 13:02:15,794 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 459, 'input_tokens_used': 458, 'output_tokens_used': 1}
2024-04-06 13:02:17,531 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 462, 'input_tokens_used': 461, 'output_tokens_used': 1}
2024-04-06 13:02:19,834 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 462, 'input_tokens_used': 461, 'output_tokens_used': 1}
2024-04-06 13:02:21,824 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 463, 'input_tokens_used': 462, 'output_tokens_used': 1}
2024-04-06 13:02:23,850 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 462, 'input_tokens_used': 461, 'output_tokens_used': 1}
2024-04-06 13:02:26,628 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 462, 'input_tokens_used': 461, 'output_tokens_used': 1}
2024-04-06 13:02:28,531 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 464, 'input_tokens_used': 463, 'output_tokens_used': 1}
2024-04-06 13:27:37,854 - {'calling_function_name': '__spellcheck', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 44, 'tokens_used': 1283, 'input_tokens_used': 835, 'output_tokens_used': 448}
2024-04-06 13:27:43,960 - {'calling_function_name': '__punctuationcheck', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 54, 'tokens_used': 1332, 'input_tokens_used': 884, 'output_tokens_used': 448}
2024-04-06 13:27:50,375 - {'calling_function_name': '__identify_timestamps', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 64, 'tokens_used': 1538, 'input_tokens_used': 1086, 'output_tokens_used': 452}
2024-04-06 13:27:57,239 - {'calling_function_name': '__transform_timestamps', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 74, 'tokens_used': 1599, 'input_tokens_used': 1148, 'output_tokens_used': 451}
2024-04-06 13:28:03,699 - {'calling_function_name': '__interpret_timestamps', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 94, 'tokens_used': 1521, 'input_tokens_used': 1070, 'output_tokens_used': 451}
2024-04-06 13:28:10,583 - {'calling_function_name': '__calculate_timestamps', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 84, 'tokens_used': 1568, 'input_tokens_used': 1117, 'output_tokens_used': 451}
2024-04-06 13:28:14,320 - {'calling_function_name': '__extract_activities', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_activity_labeler.py', 'calling_line': 40, 'tokens_used': 1269, 'input_tokens_used': 1114, 'output_tokens_used': 155}
2024-04-06 13:28:16,317 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 867, 'input_tokens_used': 861, 'output_tokens_used': 6}
2024-04-06 13:28:18,712 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 887, 'input_tokens_used': 881, 'output_tokens_used': 6}
2024-04-06 13:28:20,803 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 908, 'input_tokens_used': 902, 'output_tokens_used': 6}
2024-04-06 13:28:22,638 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 902, 'input_tokens_used': 900, 'output_tokens_used': 2}
2024-04-06 13:28:24,912 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 900, 'input_tokens_used': 898, 'output_tokens_used': 2}
2024-04-06 13:28:26,976 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 900, 'input_tokens_used': 898, 'output_tokens_used': 2}
2024-04-06 13:28:29,043 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 907, 'input_tokens_used': 905, 'output_tokens_used': 2}
2024-04-06 13:28:31,201 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 898, 'input_tokens_used': 896, 'output_tokens_used': 2}
2024-04-06 13:28:32,978 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 898, 'input_tokens_used': 896, 'output_tokens_used': 2}
2024-04-06 13:28:34,999 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 897, 'input_tokens_used': 895, 'output_tokens_used': 2}
2024-04-06 13:28:37,702 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 907, 'input_tokens_used': 905, 'output_tokens_used': 2}
2024-04-06 13:28:40,087 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 910, 'input_tokens_used': 908, 'output_tokens_used': 2}
2024-04-06 13:28:42,336 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 911, 'input_tokens_used': 909, 'output_tokens_used': 2}
2024-04-06 13:28:44,120 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 914, 'input_tokens_used': 912, 'output_tokens_used': 2}
2024-04-06 13:28:46,733 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 915, 'input_tokens_used': 909, 'output_tokens_used': 6}
2024-04-06 13:28:49,826 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 918, 'input_tokens_used': 912, 'output_tokens_used': 6}
2024-04-06 13:28:51,759 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 916, 'input_tokens_used': 910, 'output_tokens_used': 6}
2024-04-06 13:28:54,119 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 921, 'input_tokens_used': 915, 'output_tokens_used': 6}
2024-04-06 13:28:56,917 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 937, 'input_tokens_used': 935, 'output_tokens_used': 2}
2024-04-06 13:28:58,792 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 936, 'input_tokens_used': 934, 'output_tokens_used': 2}
2024-04-06 13:29:01,446 - {'calling_function_name': '__extract_start_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 48, 'tokens_used': 919, 'input_tokens_used': 917, 'output_tokens_used': 2}
2024-04-06 13:29:03,753 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1011, 'input_tokens_used': 1005, 'output_tokens_used': 6}
2024-04-06 13:29:05,558 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1031, 'input_tokens_used': 1025, 'output_tokens_used': 6}
2024-04-06 13:29:07,421 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1052, 'input_tokens_used': 1046, 'output_tokens_used': 6}
2024-04-06 13:29:09,941 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1045, 'input_tokens_used': 1039, 'output_tokens_used': 6}
2024-04-06 13:29:11,821 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1039, 'input_tokens_used': 1037, 'output_tokens_used': 2}
2024-04-06 13:29:13,574 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1039, 'input_tokens_used': 1037, 'output_tokens_used': 2}
2024-04-06 13:29:15,923 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1046, 'input_tokens_used': 1044, 'output_tokens_used': 2}
2024-04-06 13:29:17,812 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1037, 'input_tokens_used': 1035, 'output_tokens_used': 2}
2024-04-06 13:29:19,895 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1037, 'input_tokens_used': 1035, 'output_tokens_used': 2}
2024-04-06 13:29:22,201 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1036, 'input_tokens_used': 1034, 'output_tokens_used': 2}
2024-04-06 13:29:24,194 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1046, 'input_tokens_used': 1044, 'output_tokens_used': 2}
2024-04-06 13:29:26,504 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1049, 'input_tokens_used': 1047, 'output_tokens_used': 2}
2024-04-06 13:29:29,424 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1050, 'input_tokens_used': 1048, 'output_tokens_used': 2}
2024-04-06 13:29:31,730 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1053, 'input_tokens_used': 1051, 'output_tokens_used': 2}
2024-04-06 13:29:33,377 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1059, 'input_tokens_used': 1053, 'output_tokens_used': 6}
2024-04-06 13:29:35,096 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1062, 'input_tokens_used': 1056, 'output_tokens_used': 6}
2024-04-06 13:29:36,525 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1060, 'input_tokens_used': 1054, 'output_tokens_used': 6}
2024-04-06 13:29:38,076 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1065, 'input_tokens_used': 1059, 'output_tokens_used': 6}
2024-04-06 13:29:39,996 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1076, 'input_tokens_used': 1074, 'output_tokens_used': 2}
2024-04-06 13:29:41,270 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1075, 'input_tokens_used': 1073, 'output_tokens_used': 2}
2024-04-06 13:29:43,100 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor.py', 'calling_line': 67, 'tokens_used': 1058, 'input_tokens_used': 1056, 'output_tokens_used': 2}
2024-04-06 13:29:44,767 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 500, 'input_tokens_used': 496, 'output_tokens_used': 4}
2024-04-06 13:29:46,622 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 498, 'input_tokens_used': 495, 'output_tokens_used': 3}
2024-04-06 13:29:48,629 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 499, 'input_tokens_used': 496, 'output_tokens_used': 3}
2024-04-06 13:29:50,997 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 498, 'input_tokens_used': 495, 'output_tokens_used': 3}
2024-04-06 13:29:52,639 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 500, 'input_tokens_used': 496, 'output_tokens_used': 4}
2024-04-06 13:29:54,127 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 497, 'input_tokens_used': 495, 'output_tokens_used': 2}
2024-04-06 13:29:55,888 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 499, 'input_tokens_used': 497, 'output_tokens_used': 2}
2024-04-06 13:29:57,125 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 499, 'input_tokens_used': 497, 'output_tokens_used': 2}
2024-04-06 13:29:58,600 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 497, 'input_tokens_used': 496, 'output_tokens_used': 1}
2024-04-06 13:30:00,243 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 499, 'input_tokens_used': 496, 'output_tokens_used': 3}
2024-04-06 13:30:02,083 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 499, 'input_tokens_used': 496, 'output_tokens_used': 3}
2024-04-06 13:30:03,844 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 499, 'input_tokens_used': 497, 'output_tokens_used': 2}
2024-04-06 13:30:05,859 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 497, 'input_tokens_used': 494, 'output_tokens_used': 3}
2024-04-06 13:30:08,144 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 501, 'input_tokens_used': 498, 'output_tokens_used': 3}
2024-04-06 13:30:10,022 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 499, 'input_tokens_used': 496, 'output_tokens_used': 3}
2024-04-06 13:30:12,057 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 499, 'input_tokens_used': 497, 'output_tokens_used': 2}
2024-04-06 13:30:14,328 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 498, 'input_tokens_used': 497, 'output_tokens_used': 1}
2024-04-06 13:30:16,742 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 500, 'input_tokens_used': 498, 'output_tokens_used': 2}
2024-04-06 13:30:19,058 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 498, 'input_tokens_used': 497, 'output_tokens_used': 1}
2024-04-06 13:30:21,623 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 499, 'input_tokens_used': 497, 'output_tokens_used': 2}
2024-04-06 13:30:23,362 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 42, 'tokens_used': 501, 'input_tokens_used': 499, 'output_tokens_used': 2}
2024-04-06 13:30:25,019 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 461, 'input_tokens_used': 460, 'output_tokens_used': 1}
2024-04-06 13:30:27,391 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 460, 'input_tokens_used': 459, 'output_tokens_used': 1}
2024-04-06 13:30:29,335 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 461, 'input_tokens_used': 460, 'output_tokens_used': 1}
2024-04-06 13:30:31,231 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 460, 'input_tokens_used': 459, 'output_tokens_used': 1}
2024-04-06 13:30:33,549 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 461, 'input_tokens_used': 460, 'output_tokens_used': 1}
2024-04-06 13:30:35,510 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 460, 'input_tokens_used': 459, 'output_tokens_used': 1}
2024-04-06 13:30:37,392 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 462, 'input_tokens_used': 461, 'output_tokens_used': 1}
2024-04-06 13:30:39,497 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 462, 'input_tokens_used': 461, 'output_tokens_used': 1}
2024-04-06 13:30:41,490 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 461, 'input_tokens_used': 460, 'output_tokens_used': 1}
2024-04-06 13:30:43,206 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 461, 'input_tokens_used': 460, 'output_tokens_used': 1}
2024-04-06 13:30:45,678 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 461, 'input_tokens_used': 460, 'output_tokens_used': 1}
2024-04-06 13:30:47,527 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 462, 'input_tokens_used': 461, 'output_tokens_used': 1}
2024-04-06 13:30:49,649 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 459, 'input_tokens_used': 458, 'output_tokens_used': 1}
2024-04-06 13:30:51,929 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 463, 'input_tokens_used': 462, 'output_tokens_used': 1}
2024-04-06 13:30:53,626 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 40, 'tokens_used': 461, 'input_tokens_used': 460, 'output_tokens_used': 1}
